37.0,84.0,47.0,106.0
47.0,106.0,59.0,129.0
59.0,129.0,74.0,153.0
74.0,153.0,90.0,178.0
90.0,178.0,104.0,202.0
104.0,202.0,123.0,232.0
123.0,232.0,141.0,261.0
141.0,261.0,162.0,297.0
162.0,297.0,174.0,319.0
174.0,319.0,193.0,355.0
193.0,355.0,205.0,379.0
205.0,379.0,216.0,401.0
216.0,401.0,227.0,423.0
227.0,423.0,239.0,447.0
239.0,447.0,252.0,475.0
252.0,475.0,263.0,500.0
256.0,666.0,278.0,679.0
278.0,679.0,306.0,686.0
306.0,686.0,335.0,689.0
335.0,689.0,367.0,691.0
367.0,691.0,392.0,691.0
392.0,691.0,416.0,692.0
679.0,501.0,692.0,522.0
692.0,522.0,698.0,546.0
698.0,546.0,695.0,570.0
695.0,570.0,681.0,590.0
681.0,590.0,658.0,597.0
658.0,597.0,633.0,597.0
633.0,597.0,609.0,590.0
609.0,590.0,586.0,581.0
678.0,500.0,655.0,491.0
653.0,488.0,630.0,480.0
476.0,642.0,495.0,675.0
495.0,675.0,514.0,691.0
514.0,691.0,537.0,702.0
537.0,702.0,561.0,709.0
561.0,709.0,587.0,711.0
587.0,711.0,610.0,704.0
610.0,704.0,631.0,687.0
