49.0,140.0,48.0,164.0
48.0,164.0,48.0,190.0
48.0,190.0,48.0,216.0
48.0,216.0,48.0,241.0
48.0,241.0,48.0,268.0
48.0,268.0,47.0,293.0
47.0,293.0,47.0,318.0
47.0,318.0,47.0,348.0
47.0,348.0,47.0,373.0
47.0,373.0,53.0,413.0
53.0,413.0,60.0,436.0
60.0,436.0,71.0,460.0
71.0,460.0,92.0,490.0
92.0,490.0,110.0,509.0
110.0,509.0,131.0,525.0
131.0,525.0,154.0,538.0
154.0,538.0,185.0,548.0
185.0,548.0,218.0,550.0
218.0,550.0,261.0,543.0
261.0,543.0,302.0,531.0
302.0,531.0,337.0,519.0
323.0,481.0,348.0,479.0
348.0,479.0,374.0,479.0
374.0,479.0,397.0,488.0
397.0,488.0,416.0,505.0
416.0,505.0,430.0,525.0
430.0,525.0,436.0,549.0
436.0,549.0,420.0,569.0
420.0,569.0,399.0,585.0
399.0,585.0,380.0,601.0
347.0,569.0,326.0,583.0
326.0,583.0,306.0,597.0
306.0,597.0,284.0,611.0
284.0,611.0,261.0,627.0
261.0,627.0,241.0,642.0
241.0,642.0,217.0,662.0
217.0,662.0,191.0,689.0
191.0,689.0,177.0,712.0
177.0,712.0,196.0,727.0
196.0,727.0,223.0,724.0
223.0,724.0,251.0,716.0
251.0,716.0,277.0,707.0
277.0,707.0,300.0,698.0
300.0,698.0,328.0,687.0
328.0,687.0,351.0,678.0
351.0,678.0,389.0,663.0
513.0,632.0,534.0,619.0
534.0,619.0,554.0,604.0
554.0,604.0,572.0,588.0
572.0,588.0,589.0,571.0
589.0,571.0,603.0,550.0
603.0,550.0,614.0,526.0
499.0,689.0,519.0,717.0
519.0,717.0,540.0,732.0
540.0,732.0,563.0,745.0
563.0,745.0,587.0,754.0
587.0,754.0,619.0,761.0
619.0,761.0,649.0,765.0
649.0,765.0,678.0,765.0
678.0,765.0,705.0,763.0
705.0,763.0,733.0,751.0
952.0,848.0,970.0,864.0
970.0,864.0,990.0,878.0
990.0,878.0,1013.0,888.0
1013.0,888.0,1037.0,893.0
1037.0,893.0,1061.0,895.0
1061.0,895.0,1085.0,894.0
1085.0,894.0,1109.0,891.0
1109.0,891.0,1134.0,884.0
1134.0,884.0,1157.0,876.0
1157.0,876.0,1179.0,865.0
1179.0,865.0,1200.0,852.0
1200.0,852.0,1219.0,834.0
1219.0,834.0,1234.0,813.0
1234.0,813.0,1247.0,792.0
1247.0,792.0,1260.0,771.0
1327.0,704.0,1334.0,681.0
1334.0,681.0,1340.0,657.0
723.0,895.0,699.0,905.0
699.0,905.0,674.0,912.0
674.0,912.0,649.0,917.0
649.0,917.0,625.0,920.0
625.0,920.0,598.0,923.0
598.0,923.0,569.0,926.0
569.0,926.0,544.0,927.0
544.0,927.0,515.0,928.0
515.0,928.0,487.0,928.0
487.0,928.0,459.0,928.0
459.0,928.0,430.0,926.0
430.0,926.0,400.0,924.0
400.0,924.0,370.0,921.0
370.0,921.0,339.0,917.0
339.0,917.0,311.0,912.0
311.0,912.0,284.0,907.0
284.0,907.0,259.0,902.0
132.0,845.0,111.0,831.0
111.0,831.0,96.0,811.0
96.0,811.0,82.0,790.0
82.0,790.0,69.0,769.0
69.0,769.0,58.0,746.0
58.0,746.0,50.0,723.0
50.0,723.0,44.0,699.0
44.0,699.0,40.0,674.0
