53.0,75.5,56.0,90.5
56.0,90.5,66.0,109.5
66.0,109.5,77.0,125.5
77.0,125.5,100.5,154.5
100.5,154.5,114.0,169.5
114.0,169.5,126.5,180.5
126.5,180.5,145.5,194.0
145.5,194.0,178.5,217.5
178.5,217.5,203.0,234.0
203.0,234.0,219.5,245.0
219.5,245.0,271.5,265.0
271.5,265.0,311.0,277.0
311.0,277.0,353.0,284.5
353.0,284.5,402.5,286.5
402.5,286.5,424.0,285.0
424.0,285.0,443.5,279.5
443.5,279.5,458.5,275.5
804.0665825647885,230.6819588095827,804.0665825647885,246.6819588095827
804.0665825647885,246.6819588095827,804.0665825647885,263.68195880958274
804.0665825647885,263.68195880958274,798.0665825647885,277.68195880958274
798.0665825647885,277.68195880958274,784.0665825647885,285.18195880958274
784.0665825647885,285.18195880958274,768.5665825647885,283.68195880958274
768.5665825647885,283.68195880958274,748.5665825647885,278.18195880958274
748.5665825647885,278.18195880958274,728.0665825647885,267.68195880958274
728.0665825647885,267.68195880958274,712.5665825647885,257.18195880958274
712.5665825647885,257.18195880958274,700.5665825647885,247.6819588095827
700.5665825647885,247.6819588095827,689.0665825647885,233.1819588095827
689.0665825647885,233.1819588095827,677.0665825647885,218.6819588095827
677.0665825647885,218.6819588095827,666.5665825647885,203.1819588095827
666.5665825647885,203.1819588095827,660.0665825647885,188.1819588095827
-209.56675872550943,2496.330175124907,-170.56675872550943,2499.330175124907
-175.62586941864322,2525.1382078683387,-159.12586941864322,2530.1382078683387
-159.12586941864322,2530.1382078683387,-95.12586941864322,2540.6382078683387
-97.54027384932226,2536.9348635568526,-65.54027384932226,2543.4348635568526
-65.54027384932226,2543.4348635568526,16.45972615067774,2554.4348635568526
23.549138675587983,2507.444229904153,101.04913867558798,2519.944229904153
101.04913867558798,2519.944229904153,194.54913867558798,2540.444229904153
194.54913867558798,2540.444229904153,316.049138675588,2577.444229904153
319.59384493804305,2554.1739130778033,454.59384493804305,2596.6739130778033
454.59384493804305,2596.6739130778033,536.093844938043,2603.1739130778033
543.1832574629533,2557.0832794251032,575.1832574629533,2557.0832794251032
430.75507804385535,742.6467059516609,452.25507804385535,723.1467059516609
459.3444905687656,721.756072298961,484.3444905687656,709.756072298961
487.8891968312207,709.2857554726111,526.8891968312207,692.7857554726111
526.8891968312207,692.7857554726111,573.3891968312207,675.2857554726111
183.64267201937747,992.0919644641214,214.14267201937747,997.0919644641214
207.8400046641355,1012.9273387519364,242.8400046641355,1021.9273387519364
242.8400046641355,1021.9273387519364,314.8400046641355,1032.4273387519365
314.8400046641355,1032.4273387519365,379.3400046641355,1048.9273387519365
376.1886709865145,1057.070025895844,454.1886709865145,1079.070025895844
454.1886709865145,1079.070025895844,540.6886709865146,1103.070025895844
534.3860036312726,1119.805400183659,614.8860036312726,1139.805400183659
614.8860036312726,1139.805400183659,673.8860036312726,1153.805400183659
208.55398842954793,858.2570583438505,214.05398842954793,875.2570583438505
213.3845713738993,891.1380164822456,263.3845713738993,960.1380164822456
263.3845713738993,960.1380164822456,294.3845713738993,985.6380164822456
294.3845713738993,985.6380164822456,337.8845713738993,1017.1380164822456
337.21515431825065,1034.3689746206405,369.21515431825065,1052.3689746206405
369.21515431825065,1052.3689746206405,428.21515431825065,1068.8689746206405
427.76887628115156,1081.1062800462373,475.76887628115156,1073.6062800462373
475.545737262602,1079.9499327590356,505.045737262602,1048.4499327590356
504.5994592255029,1061.5872381846325,548.0994592255029,1012.0872381846324
548.0994592255029,1012.0872381846324,588.5994592255029,924.0872381846324
588.5994592255029,924.0872381846324,615.5994592255029,830.0872381846324
615.1531811884038,843.8245436102291,636.1531811884038,710.3245436102291
