72.0,121.0,78.0,147.0
78.0,147.0,90.0,170.0
90.0,170.0,106.0,188.0
106.0,188.0,126.0,205.0
126.0,205.0,149.0,219.0
149.0,219.0,172.0,229.0
172.0,229.0,198.0,235.0
198.0,235.0,222.0,237.0
36.0,231.0,38.0,255.0
38.0,255.0,41.0,283.0
41.0,283.0,43.0,311.0
43.0,311.0,48.0,335.0
48.0,335.0,55.0,360.0
55.0,360.0,66.0,385.0
66.0,385.0,89.0,418.0
89.0,418.0,122.0,447.0
122.0,447.0,171.0,464.0
171.0,464.0,222.0,466.0
222.0,466.0,261.0,459.0
530.0,470.0,537.0,493.0
537.0,493.0,534.0,517.0
534.0,517.0,517.0,534.0
517.0,534.0,495.0,544.0
495.0,544.0,472.0,552.0
472.0,552.0,447.0,558.0
447.0,558.0,423.0,563.0
410.0,375.0,434.0,379.0
434.0,379.0,469.0,383.0
469.0,383.0,506.0,400.0
506.0,400.0,525.0,418.0
525.0,418.0,539.0,438.0
539.0,438.0,551.0,459.0
551.0,459.0,560.0,483.0
560.0,483.0,549.0,507.0
340.0,610.0,330.0,633.0
330.0,633.0,318.0,656.0
318.0,656.0,303.0,678.0
303.0,678.0,287.0,699.0
287.0,699.0,269.0,716.0
269.0,716.0,246.0,727.0
246.0,727.0,221.0,724.0
221.0,724.0,197.0,711.0
197.0,711.0,178.0,696.0
178.0,696.0,158.0,678.0
49.0,533.0,48.0,557.0
56.0,705.0,55.0,730.0
55.0,730.0,63.0,760.0
63.0,760.0,97.0,793.0
97.0,793.0,120.0,802.0
120.0,802.0,148.0,808.0
148.0,808.0,177.0,812.0
177.0,812.0,202.0,814.0
202.0,814.0,228.0,815.0
228.0,815.0,257.0,815.0
257.0,815.0,287.0,815.0
287.0,815.0,318.0,815.0
318.0,815.0,349.0,812.0
349.0,812.0,380.0,808.0
380.0,808.0,404.0,804.0
404.0,804.0,432.0,799.0
432.0,799.0,465.0,792.0
465.0,792.0,489.0,787.0
489.0,787.0,514.0,782.0
48.0,556.0,51.0,580.0
51.0,580.0,53.0,604.0
53.0,604.0,55.0,628.0
55.0,628.0,58.0,652.0
58.0,652.0,62.0,676.0
62.0,676.0,66.0,700.0
66.0,700.0,59.0,723.0
59.0,723.0,57.0,747.0
576.0,805.0,592.0,825.0
592.0,825.0,614.0,837.0
614.0,837.0,639.0,846.0
639.0,846.0,663.0,850.0
663.0,850.0,690.0,850.0
690.0,850.0,713.0,839.0
713.0,839.0,730.0,820.0
730.0,820.0,744.0,799.0
744.0,799.0,758.0,776.0
758.0,776.0,773.0,757.0
773.0,757.0,789.0,737.0
789.0,737.0,801.0,716.0
