139.0,486.0,123.0,506.0
123.0,506.0,108.0,527.0
108.0,527.0,96.0,549.0
96.0,549.0,87.0,573.0
87.0,573.0,97.0,595.0
97.0,595.0,121.0,600.0
121.0,600.0,143.0,590.0
143.0,590.0,164.0,574.0
164.0,574.0,181.0,556.0
181.0,556.0,195.0,536.0
195.0,536.0,198.0,560.0
198.0,560.0,192.0,585.0
192.0,585.0,191.0,609.0
191.0,609.0,211.0,623.0
211.0,623.0,236.0,619.0
236.0,619.0,256.0,604.0
256.0,604.0,272.0,585.0
272.0,585.0,283.0,563.0
283.0,563.0,285.0,539.0
285.0,539.0,287.0,515.0
287.0,515.0,309.0,502.0
309.0,502.0,332.0,488.0
332.0,488.0,353.0,474.0
353.0,474.0,374.0,458.0
374.0,458.0,393.0,443.0
393.0,443.0,413.0,427.0
413.0,427.0,432.0,411.0
432.0,411.0,451.0,395.0
451.0,395.0,470.0,379.0
470.0,379.0,489.0,364.0
489.0,364.0,509.0,350.0
509.0,350.0,531.0,335.0
531.0,335.0,552.0,322.0
552.0,322.0,572.0,308.0
572.0,308.0,592.0,293.0
592.0,293.0,609.0,276.0
609.0,276.0,623.0,256.0
623.0,256.0,633.0,234.0
633.0,234.0,641.0,211.0
641.0,211.0,624.0,194.0
624.0,194.0,600.0,196.0
600.0,196.0,575.0,203.0
575.0,203.0,552.0,212.0
552.0,212.0,530.0,222.0
530.0,222.0,508.0,235.0
508.0,235.0,487.0,247.0
487.0,247.0,465.0,259.0
465.0,259.0,444.0,272.0
444.0,272.0,424.0,287.0
424.0,287.0,405.0,302.0
405.0,302.0,386.0,317.0
386.0,317.0,366.0,332.0
366.0,332.0,347.0,348.0
347.0,348.0,328.0,363.0
328.0,363.0,309.0,378.0
309.0,378.0,288.0,392.0
288.0,392.0,267.0,404.0
267.0,404.0,245.0,415.0
245.0,415.0,224.0,427.0
224.0,427.0,203.0,439.0
203.0,439.0,182.0,451.0
182.0,451.0,161.0,464.0
552.0,212.0,570.0,229.0
570.0,229.0,588.0,245.0
588.0,245.0,604.0,263.0
634.0,199.0,612.0,209.0
612.0,209.0,591.0,221.0
